Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Nombre_1,Nombre_12,Nombre_12_
PrecipitaciÛn,"junio 4, 2013",HidrometeorolÛgicos,29.557,1,1,20.094,90,15,"16,36","-92,37",VIVIENDAS ENCHARCADAS,Meseta Comiteca Tojolabal,Las Rosas,CABECERA MUNICIPAL
Verificaciones,"junio 4, 2013",Acciones de PrevenciÛn,29.559,52,8,20.046,42,1,"16,71","-93,00",APOYO A DESAHOGAR UN ENCHARCAMIENTO EN LA COL. EL HIGO,Metropolitana,Chiapa de Corzo,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 4, 2013",HidrometeorolÛgicos,29.583,1,1,14.586,67,15,"16,41","-91,97",INUNDACIONES EN CULTIVOS,Meseta Comiteca Tojolabal,Las Margaritas,MORELIA (ANEXO SAN ANTONIO BAWITZ)
DepresiÛn tropical,"junio 4, 2013",HidrometeorolÛgicos,29.594,4,1,20.097,93,5,"16,69","-92,61",SE COORDINA LA RECEPCION DE KITS DE LIMPIEZA,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 4, 2013",HidrometeorolÛgicos,29.595,1,1,20.084,80,13,"17,51","-91,99",LLUVIAS INTENSAS,Maya,Palenque,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 4, 2013",HidrometeorolÛgicos,29.597,1,1,1.848,49,11,"15,81","-91,95",VIVIENDAS ENCHARCADAS (COMUNIDAD QUESPALA),Sierra Mariscal,Frontera Comalapa,JOAQUÕN MIGUEL GUTI…RREZ (QUESPALA)
Encharcamiento,"junio 4, 2013",HidrometeorolÛgicos,29.598,69,1,20.038,34,15,"16,24","-92,14",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Encharcamiento,"junio 5, 2013",HidrometeorolÛgicos,29.602,69,1,16.995,74,12,"16,90","-92,09",VIVIENDAS ENCHARCADAS,Selva Lacandona,Ocosingo,TOM¡S MUNZER (NUEVA PATRIA)
Deslizamiento,"junio 5, 2013",GeolÛgicos,29.619,22,3,227,93,5,"16,74","-92,64","DESLIZAMIENTO Y VIVIENDAS ENCHARCADAS, ENTREGA DE AYUDA H.",Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
PrecipitaciÛn,"junio 5, 2013",HidrometeorolÛgicos,29.62,1,1,20.119,115,1,"16,75","-93,11",LLUVIAS EN TUXTLA GTZ.,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 5, 2013",HidrometeorolÛgicos,29.622,1,1,20.046,42,1,"16,71","-93,01",AFECTACIONES EN VIVIENDAS,Metropolitana,Chiapa de Corzo,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 5, 2013",HidrometeorolÛgicos,29.623,1,1,174,34,15,"16,24","-92,11",AFECTACIONES POR LLUVIAS.,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Verificaciones,"junio 5, 2013",Acciones de PrevenciÛn,29.624,52,8,20.032,28,7,"16,99","-92,89",DESAZOLVE DEL RIO STO. DOMINGO,De Los Bosques,Bochil,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"junio 5, 2013",Acciones de PrevenciÛn,29.627,145,8,20.03,26,11,"15,58","-92,24",SESI”N ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCI”N CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013.,Sierra Mariscal,Bella Vista,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 6, 2013",HidrometeorolÛgicos,29.647,1,1,3.519,76,2,"16,77","-93,42",REPORTE DE AFECTACCIONES POR LLUVIAS FUERTES.,Valles Zoque,Ocozocoautla de Espinosa,EL GAVIL¡N
PrecipitaciÛn,"junio 6, 2013",HidrometeorolÛgicos,29.648,1,1,20.08,76,2,"16,76","-93,39",ACCIONES EN MATERIA PREVENTIVA CONSTRUCCION DE UN MURO,Valles Zoque,Ocozocoautla de Espinosa,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 6, 2013",HidrometeorolÛgicos,29.654,1,1,20.071,67,15,"16,31","-91,98",MONITOREO DEL MUNICIPIO LAS MARGARITAS,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
Onda tropical,"junio 6, 2013",HidrometeorolÛgicos,29.655,3,1,20.06,56,15,"16,25","-92,02",MONITOREO A COMUNIDADES POR LAS LLUVIAS,Meseta Comiteca Tojolabal,La Independencia,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"junio 6, 2013",Acciones de PrevenciÛn,29.667,145,8,20.055,51,11,"15,51","-92,23",SESI”N ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCI”N CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013.,Sierra Mariscal,La Grandeza,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 7, 2013",HidrometeorolÛgicos,29.683,1,1,20.097,93,5,"16,74","-92,64",ENCHARCAMIENTO EN VIVIENDAS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Entrega de Ayuda Humanitaria,"junio 10, 2013",Acciones de PrevenciÛn,29.77,97,8,20.038,34,15,"16,25","-92,13",ENTREGA DE AYUDA HUMANITARIA EN COORDINACION CON EL DIF REGIONAL MESETA COMITECA TOJOLABAL,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 10, 2013",HidrometeorolÛgicos,29.776,1,1,20.097,93,5,"16,73","-92,66",VERIFICACION DE ESCUELA PRIMARIA POR ENCHARCAMIENTO,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Verificaciones,"junio 10, 2013",Acciones de PrevenciÛn,29.843,52,8,20.076,72,11,"15,35","-92,26","RECORRIDO EN B. TEJERIA CON COMIT… DE PREVENCI”N Y PARTICIPACI”N CIUDADANA, PARA IDENTIFICAR ZONAS DE RIESGO.",Sierra Mariscal,Motozintla,CABECERA MUNICIPAL
Verificaciones,"junio 10, 2013",Acciones de PrevenciÛn,29.845,52,8,20.076,72,11,"15,37","-92,27",RECORRIDO EN B. LOS LAURELES CON COMIT… PREVENTIVO Y PARTICIPACI”N CIUDADANA PARA IDENTIFICAR ZONAS DE RIESGO.,Sierra Mariscal,Motozintla,CABECERA MUNICIPAL
Verificaciones,"junio 15, 2013",Acciones de PrevenciÛn,29.908,52,8,20.087,83,8,"17,51","-93,12",SOBREVUELO PARA IDENTIFICAR ZONAS VULNERABLES RIO PICHUCALCO,Norte,Pichucalco,CABECERA MUNICIPAL
DepresiÛn tropical,"junio 16, 2013",HidrometeorolÛgicos,29.945,4,1,20.119,115,1,"16,73","-93,17",TORMENTA TROPICAL BARRY.,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 17, 2013",HidrometeorolÛgicos,29.994,1,1,20.071,67,15,"16,32","-91,98",ENCHARCAMIENTOS POR LLUVIAS FUERTES,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 17, 2013",HidrometeorolÛgicos,29.996,1,1,417,31,13,"17,72","-92,01",MONITOREO RIO CHICO,Maya,Catazaj·,BOCA DEL RÕO CHICO
PrecipitaciÛn,"junio 19, 2013",HidrometeorolÛgicos,30.063,1,1,20.097,93,5,"16,74","-92,64",LLUVIAS Y ENCHARCAMIENTOS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
AsesorÌa de Programas Institucionales,"junio 24, 2013",Acciones de PrevenciÛn,30.205,166,8,212,76,2,"16,76","-93,34",ASESORAMIENTO PLAN ESPECIFICO DE PROTECCI”N CIVIL PARA LA TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013 EN LA ESCUELA DE PROTECCI”N CIVIL,Valles Zoque,Ocozocoautla de Espinosa,OCOZOCOAUTLA DE ESPINOSA
Verificaciones,"junio 25, 2013",Acciones de PrevenciÛn,30.245,52,8,20.046,42,1,"16,75","-93,05",SERVICIO DE AGUA EN PIPA PARA LA PERSONA QUE LE AFECTO LA INUNDACION POR LA LLUVIA,Metropolitana,Chiapa de Corzo,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 25, 2013",HidrometeorolÛgicos,30.25,1,1,251,115,1,"16,75","-93,11",LLUVIAS EN TUXTLA,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"junio 30, 2013",Acciones de PrevenciÛn,30.382,52,8,20.046,42,1,"16,72","-93,02",APOYO EN LA LIMPIA DE LOS SALONES Y CANCHA DE LA ESCUELA DE EDUCACION ESPECIAL.,Metropolitana,Chiapa de Corzo,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 30, 2013",HidrometeorolÛgicos,30.401,1,1,166,42,1,"16,72","-92,99",VIVIENDAS INUNDADAS EN COLONIA SALVADOR URBINA.,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Reuniones,"julio 1, 2013",Acciones de PrevenciÛn,30.438,64,8,20.024,20,8,"17,37","-92,82",REUNION DE TRABAJO UMPC AMAT¡N,Norte,Amat·n,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 2, 2013",HidrometeorolÛgicos,30.447,1,1,189,23,6,"15,87","-92,72",INUNDACION,Frailesca,Angel Albino Corzo,JALTENANGO DE LA PAZ (¡NGEL ALBINO CORZO)
PrecipitaciÛn,"julio 2, 2013",HidrometeorolÛgicos,30.458,1,1,20.047,43,4,"16,57","-92,72",AFECTACIONES EN VIVIENDAS INUNDADAS EN EL MUNICIPIO DE CHIAPILLA,De los Llanos,Chiapilla,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 3, 2013",HidrometeorolÛgicos,30.472,1,1,20.093,89,8,"17,86","-93,14",SE ENCHARCAN COLONIAS DE REFORMA,Norte,Reforma,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 3, 2013",HidrometeorolÛgicos,30.495,1,1,1.678,90,15,"16,37","-92,38",ENCHARCAMIENTOS DE VIVIENDAS,Meseta Comiteca Tojolabal,Las Rosas,IXTAPILLA
Tormenta Tropical,"julio 3, 2013",HidrometeorolÛgicos,30.521,5,1,9.821,74,12,"16,91","-92,07",INNUNDACION DE DOMICILIO,Selva Lacandona,Ocosingo,LA REFORMA
PrecipitaciÛn,"julio 2, 2013",HidrometeorolÛgicos,30.54,1,1,20.084,80,13,"17,51","-91,97",VIVIENDAS INUNDADAS,Maya,Palenque,CABECERA MUNICIPAL
Verificaciones,"julio 4, 2013",Acciones de PrevenciÛn,30.546,52,8,334,42,1,"16,72","-93,01",DESAZOLVE EN LA COL. AMERICA LIBRE Y EJIDO NARCISO MENDOZA,Metropolitana,Chiapa de Corzo,AM…RICA LIBRE
Afectaciones por lluvias,"julio 4, 2013",HidrometeorolÛgicos,30.549,80,1,20.11,106,7,"17,24","-93,02",CUNETAS TAPADAS,De Los Bosques,Tapilula,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 6, 2013",HidrometeorolÛgicos,30.592,1,1,18.356,76,2,"16,77","-93,39",AFECTACIONES POR FUERTES LLUVIAS.,Valles Zoque,Ocozocoautla de Espinosa,GUADALUPE VICTORIA
PrecipitaciÛn,"julio 12, 2013",HidrometeorolÛgicos,30.74,1,1,251,115,1,"16,75","-93,11",LLUVIAS EN TGZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Verificaciones,"julio 12, 2013",Acciones de PrevenciÛn,30.745,52,8,20.097,93,5,"16,74","-92,66",REPORTE DE LLUVIAS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 13, 2013",HidrometeorolÛgicos,30.756,1,1,251,115,1,"16,75","-93,11",LLUVIAS EN TUXTLA GTZ.,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Encharcamiento,"julio 14, 2013",HidrometeorolÛgicos,30.81,69,1,20.038,34,15,"16,24","-92,12",ENCHARCAMIENTOS EN DIFERENTES PUNTOS DE LA CIUDAD,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 19, 2013",HidrometeorolÛgicos,30.949,1,1,20.105,101,1,"16,62","-93,10",LLUVIAS FUERTES EN CABECERA MUNISIPAL,Metropolitana,Suchiapa,CABECERA MUNICIPAL
PrecipitaciÛn,"julio 19, 2013",HidrometeorolÛgicos,30.953,1,1,11.131,72,11,"15,37","-92,25",ENCHARCAMIENTO DE VIVIENDA.,Sierra Mariscal,Motozintla,LOS PINOS
Hundimiento,"julio 21, 2013",GeolÛgicos,30.989,47,3,7.33,90,15,"16,36","-92,38",TRABAJOS EN UN RIO TEMPORAL,Meseta Comiteca Tojolabal,Las Rosas,LAS ROSAS
Verificaciones,"julio 23, 2013",Acciones de PrevenciÛn,31.143,52,8,166,42,1,"16,72","-93,00",INUNDACION DE UNA CASA POR TUBERIA DE AGUA ROTA EN RIBERA LAS FLECHAS,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Verificaciones,"julio 23, 2013",Acciones de PrevenciÛn,31.179,52,8,257,121,6,"16,18","-93,27",DESASOLVE DE UNA CUNETA EN LA CABEZARA MINUCIPAL DE VILLACORZO.,Frailesca,Villa Corzo,VILLA CORZO
PrecipitaciÛn,"julio 27, 2013",HidrometeorolÛgicos,31.289,1,1,20.097,93,5,"16,73","-92,64",ENCHARCAMIENTO,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Verificaciones,"julio 29, 2013",Acciones de PrevenciÛn,31.372,52,8,1.136,23,6,"15,67","-92,58","VERIFICACION DEL TRAMO DONDE REALIZARAN, UN MURO DE CONTENSION",Frailesca,Angel Albino Corzo,NUEVA INDEPENDENCIA
Verificaciones,"agosto 5, 2013",Acciones de PrevenciÛn,31.588,52,8,7.33,90,15,"16,36","-92,38",VERIFICACI”N,Meseta Comiteca Tojolabal,Las Rosas,LAS ROSAS
Boletines,"agosto 8, 2013",Acciones de PrevenciÛn,31.722,62,8,20.038,34,15,"16,24","-92,14",LIMPIA DE COLADERAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Capacitaciones,"agosto 7, 2013",Acciones de PrevenciÛn,31.726,56,8,5.114,30,10,"15,00","-92,17",PLATICAS A MIEMBROS DEL COMIT… DE BARRIO,Soconusco,Cacahoat·n,CACAHOAT¡N
PrecipitaciÛn,"agosto 9, 2013",HidrometeorolÛgicos,31.76,1,1,20.119,115,1,"16,76","-93,12",LLUVIAS EN TUXTLA GTZ.,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 14, 2013",HidrometeorolÛgicos,31.948,1,1,20.09,86,10,"15,21","-92,58",AFECTACIONES POR FUERTES LLUVIAS.,Soconusco,Villa Comaltitl·n,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 13, 2013",HidrometeorolÛgicos,31.949,1,1,20.087,83,8,"17,51","-93,12",AFECTACIONES POR LLUVIA,Norte,Pichucalco,CABECERA MUNICIPAL
Afectaciones por lluvias,"agosto 14, 2013",HidrometeorolÛgicos,31.964,80,1,5.114,30,10,"14,99","-92,16",APOYO POR INUNDACION ACASA,Soconusco,Cacahoat·n,CACAHOAT¡N
Tormenta Tropical,"agosto 15, 2013",HidrometeorolÛgicos,31.971,5,1,2.041,117,10,"15,11","-92,45",VERIFICACION Y COMITE DE EVALUACION,Soconusco,Tuzant·n,PRIMER CANT”N
Verificaciones,"agosto 15, 2013",Acciones de PrevenciÛn,31.981,52,8,5.114,30,10,"14,99","-92,17",VERIFICACION A RIO,Soconusco,Cacahoat·n,CACAHOAT¡N
PrecipitaciÛn,"agosto 16, 2013",HidrometeorolÛgicos,31.998,1,1,20.087,83,8,"17,52","-93,12",ENCHARCAMIENTO DE CALLES,Norte,Pichucalco,CABECERA MUNICIPAL
Afectaciones por lluvias,"agosto 15, 2013",HidrometeorolÛgicos,32.013,80,1,8.301,67,15,"16,34","-91,95",LIMPIEZA DE CUNETAS,Meseta Comiteca Tojolabal,Las Margaritas,RANCHERIA EL ENCANTO
PrecipitaciÛn,"agosto 15, 2013",HidrometeorolÛgicos,32.015,1,1,20.071,67,15,"16,30","-91,98",DESBORDAMIENTO DE CANAL,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 15, 2013",HidrometeorolÛgicos,32.017,1,1,5.137,67,15,"16,27","-91,69",INUNDACI”N DE CULTIVOS DE CAF…,Meseta Comiteca Tojolabal,Las Margaritas,SAN ANTONIO LOS MONTES
Encharcamiento,"agosto 17, 2013",HidrometeorolÛgicos,32.029,69,1,174,34,15,"16,26","-92,14",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
PrecipitaciÛn,"agosto 18, 2013",HidrometeorolÛgicos,32.066,1,1,20.071,67,15,"16,32","-91,98",ENCHARCAMIENTO POR LLUVIAS,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 21, 2013",HidrometeorolÛgicos,32.188,1,1,20.103,99,8,"17,43","-93,03",ENCHARCAMIENTO DE VIVIENDAS,Norte,Solosuchiapa,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 22, 2013",HidrometeorolÛgicos,32.241,1,1,20.071,67,15,"16,32","-91,99",ENCHARCAMIENTO EN SANTA CECILIA,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 22, 2013",HidrometeorolÛgicos,32.247,1,1,20.071,67,15,"16,32","-91,98",ENCHARCAMIENTO EN LOS POSITOS,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"agosto 23, 2013",HidrometeorolÛgicos,32.258,1,1,240,104,10,"14,91","-92,28",AFECTACIONES ENCHARCAMIENTOS EN VIVIENDAS,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Onda tropical,"agosto 25, 2013",HidrometeorolÛgicos,32.297,3,1,11.418,56,15,"16,25","-92,03",POSIBLE ENCHARCAMIENTO,Meseta Comiteca Tojolabal,La Independencia,SANTA RITA EL VERGEL
Tormenta Tropical,"agosto 25, 2013",HidrometeorolÛgicos,32.309,5,1,20.087,83,8,"17,51","-93,12",IDENTIFICACI”N DE RIESGOS - RIO PICHUCALCO,Norte,Pichucalco,CABECERA MUNICIPAL
AsesorÌa de Unidades Internas,"agosto 25, 2013",Acciones de PrevenciÛn,32.322,165,8,14.881,76,2,"16,77","-93,34",ASESORIA DE UNIDADES INTERNAS DE PROTECCI”N CIVIL,Valles Zoque,Ocozocoautla de Espinosa,LLANO SAN JUAN
Onda tropical,"agosto 31, 2013",HidrometeorolÛgicos,32.461,3,1,1.542,56,15,"16,25","-92,02",ENCHARCAMIENTO EN VIVIENDAS POR LLUVIAS INTENSAS,Meseta Comiteca Tojolabal,La Independencia,FRANCISCO SARABIA
Encharcamiento,"agosto 31, 2013",HidrometeorolÛgicos,32.492,69,1,7.33,90,15,"16,36","-92,37",ENCHARCAMIENTO EN CASAS,Meseta Comiteca Tojolabal,Las Rosas,LAS ROSAS
Onda tropical,"septiembre 2, 2013",HidrometeorolÛgicos,32.536,3,1,11.418,56,15,"16,25","-92,02",MONITOREO ALA COMUNIDAD DE SANTA RRITA EL VERJEL POR POSIBLE ENCHARCAMIENTO,Meseta Comiteca Tojolabal,La Independencia,SANTA RITA EL VERGEL
Reuniones,"septiembre 2, 2013",Acciones de PrevenciÛn,32.555,64,8,20.093,89,8,"17,86","-93,16","INTEGRACI”N DEL COMIT… DE PREVENCI”N DE LA COLONIA LA UNI”N REFORMA, CHIAPAS",Norte,Reforma,CABECERA MUNICIPAL
Afectaciones por lluvias,"septiembre 2, 2013",HidrometeorolÛgicos,32.559,80,1,16.371,113,15,"16,12","-92,04",AFECTACIONES POR LLUVIAS.,Meseta Comiteca Tojolabal,La Trinitaria,LA TRINIDAD
Verificaciones,"septiembre 2, 2013",Acciones de PrevenciÛn,32.562,52,8,20.1,96,7,"17,14","-92,72",VERIFICACION DE OBRA DE MITIGACION DE RIESGO,De Los Bosques,Simojovel,CABECERA MUNICIPAL
Baja PresiÛn,"septiembre 2, 2013",HidrometeorolÛgicos,32.563,2,1,20.119,115,1,"16,75","-93,11",LLUVIAS EN TGZ.,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Afectaciones por lluvias,"septiembre 2, 2013",HidrometeorolÛgicos,32.566,80,1,1.63,101,1,"16,63","-93,11",AFECTACIONES POR LLUVIAS.,Metropolitana,Suchiapa,PAC⁄
Afectaciones por lluvias,"septiembre 4, 2013",HidrometeorolÛgicos,32.634,80,1,210,74,12,"16,92","-92,10",AFECTACIONES POR LLUVIAS.,Selva Lacandona,Ocosingo,OCOSINGO
Encharcamiento,"septiembre 4, 2013",HidrometeorolÛgicos,32.64,69,1,174,34,15,"16,24","-92,14",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
PrecipitaciÛn,"septiembre 4, 2013",HidrometeorolÛgicos,32.644,1,1,20.067,63,8,"17,61","-93,19",ENCHARCAMIENTOS A VIVIENDAS,Norte,Ju·rez,CABECERA MUNICIPAL
Afectaciones por lluvias,"septiembre 5, 2013",HidrometeorolÛgicos,32.66,80,1,160,31,13,"17,72","-92,01",MONITOREO DE RIOS EN CATAZAJA,Maya,Catazaj·,CATAZAJ¡
Baja PresiÛn,"septiembre 4, 2013",HidrometeorolÛgicos,32.664,2,1,20.046,42,1,"16,71","-93,01",AFECTACIONES POR LLUVIAS,Metropolitana,Chiapa de Corzo,CABECERA MUNICIPAL
Reuniones,"septiembre 6, 2013",Acciones de PrevenciÛn,32.728,64,8,1.26,63,8,"17,61","-93,20",TRABAJOS EMERGENTES DE REDUCCI”N DE RIESGOS SOBRE EL RIO PICHUCALCO,Norte,Ju·rez,LAS MIRANDAS
Onda tropical,"septiembre 4, 2013",HidrometeorolÛgicos,32.729,3,1,20.064,60,8,"17,51","-93,00",DESBORDAMIENTO DE ARROLLO Y ENCHARCAMIENTOS EN CALLES,Norte,Ixtapangajoya,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 7, 2013",HidrometeorolÛgicos,32.77,1,1,20.097,93,5,"16,69","-92,59",APOYO A PERSONAS POR ENCHARCAMIENTOS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 7, 2013",HidrometeorolÛgicos,32.771,1,1,20.095,91,14,"17,33","-92,63",ENCHARCAMIENTO EN CALLES.,Tulij· Tseltal-Chol,Sabanilla,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 8, 2013",HidrometeorolÛgicos,32.772,1,1,12.131,27,1,"16,81","-93,28","ENCHARCAMIENTO EN VIVIENDAS, EN VERIFICACION",Metropolitana,Berrioz·bal,SAN JOS… LA FLOR
Onda tropical,"septiembre 8, 2013",HidrometeorolÛgicos,32.777,3,1,20.145,20.141,6,"16,37","-93,01",ENCHARCAMIENTO EN VIVIENDAS POR DESVORDAMIENTO DEL ARROYO,Frailesca,El Parral,CABECERA MUNICIPAL
Tormenta Tropical,"septiembre 8, 2013",HidrometeorolÛgicos,32.814,5,1,20.097,93,5,"16,73","-92,64",ENCHARCAMIENTO A NIVEL BANQUETA POR BASURA EN DRENES,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 9, 2013",HidrometeorolÛgicos,32.825,1,1,20.1,96,7,"17,14","-92,71",AFECTACIONES POR LLUVIAS,De Los Bosques,Simojovel,CABECERA MUNICIPAL
Afectaciones por lluvias,"septiembre 9, 2013",HidrometeorolÛgicos,32.842,80,1,178,47,10,"15,32","-92,62",LUVIAS FUERTES EN ESCUINTLA.,Soconusco,Escuintla,ESCUINTLA
Onda tropical,"septiembre 10, 2013",HidrometeorolÛgicos,32.881,3,1,20.119,115,1,"16,73","-93,17",DEPRESI”N TROPICAL DEL GOLFO DE M…XICO,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
Hundimiento,"septiembre 10, 2013",GeolÛgicos,32.891,47,3,20.032,28,7,"17,02","-92,91",DESBORDAMIENTO DEL RIO SANTO DOMINGO,De Los Bosques,Bochil,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.894,1,1,20.071,67,15,"16,31","-91,98",ENCHARCAMIENTOS POR LLUVIAS,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.895,1,1,251,115,1,"16,75","-93,11",MONITOREO POR LLUVIAS EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.896,1,1,20.071,67,15,"16,30","-91,97",VIVIENDAS ENCHARCADAS POR LLUVIAS FUERTES,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.899,1,1,20.035,31,13,"17,72","-92,01",AFECTACIONES POR LLUVIAS,Maya,Catazaj·,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.902,1,1,166,42,1,"16,74","-93,05",CASA INUNDADA EN LA COL. PLAN CHIAPAS,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.903,1,1,20.032,28,7,"17,00","-92,89",LLUVIAS INTENSAS EN BOCHIL,De Los Bosques,Bochil,CABECERA MUNICIPAL
PrecipitaciÛn,"septiembre 10, 2013",HidrometeorolÛgicos,32.907,1,1,20.103,99,8,"17,43","-93,03",TROMBA EN MPIO SOLOSUCHIAPA,Norte,Solosuchiapa,CABECERA MUNICIPAL
Afectaciones por lluvias,"septiembre 11, 2013",HidrometeorolÛgicos,32.925,80,1,777,33,3,"17,13","-93,16",POR CONFIRMAR DERRUMBE EN LA COL. VICENTE GUERRERO,Mezcalapa,Coapilla,VICENTE GUERRERO
DepresiÛn tropical,"septiembre 11, 2013",HidrometeorolÛgicos,32.956,4,1,153,24,9,"16,24","-93,90",ACTIVACION REFUGIOS TEMPORALES DEPRESION TROPICAL #10,Istmo-Costa,Arriaga,ARRIAGA
Tormenta Tropical,"septiembre 11, 2013",HidrometeorolÛgicos,32.957,5,1,166,42,1,"16,71","-93,01",ENCHARCAMIENTO DE UNA VIVIENDA EN COL. RUIZ FERRO,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Verificaciones,"septiembre 11, 2013",Acciones de PrevenciÛn,32.959,52,8,20.071,67,15,"16,30","-91,98",LIMPIEZA DE CANALES,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
DepresiÛn tropical,"septiembre 13, 2013",HidrometeorolÛgicos,33.061,4,1,20.073,69,10,"14,87","-92,45",ENCHARCAMIENTO DE CANTONES EN VILLA MAZATAN,Soconusco,Mazat·n,CABECERA MUNICIPAL
