Causa,Fecha_Evento,Fenomeno,idEvento,idFenomeno_1,idFenomeno,idLocalidad,idMunicipio,idRegion,Latitud,Longitud,Nombre,Nombre_1,Nombre_12,Nombre_12_
Afectaciones por lluvias,"agosto 1, 2010",HidrometeorolÛgicos,5.763,80,1,3.17,45,11,"15,68","-92,31",AFECTACIONES POR LLUVIAS (BORDO DE PROTECCION Y CAMINO) EN CHICOMUSELO,Sierra Mariscal,Chicomuselo,PIEDRA LABRADA
Afectaciones por lluvias,"agosto 1, 2010",HidrometeorolÛgicos,5.763,80,1,3.17,45,11,"15,68","-92,31",AFECTACIONES POR LLUVIAS (BORDO DE PROTECCION Y CAMINO) EN CHICOMUSELO,Sierra Mariscal,Chicomuselo,PIEDRA LABRADA
Afectaciones por lluvias,"julio 16, 2010",HidrometeorolÛgicos,5.504,80,1,216,80,13,"17,51","-91,99",AFECTACIONES POR LLUVIAS (CABECERA MUNICIPAL 4 VIVIENDAS AFECTADAS POR ENCHARCAMIENTOS. ) EN PALENQUE,Maya,Palenque,PALENQUE
Afectaciones por lluvias,"julio 16, 2010",HidrometeorolÛgicos,5.517,80,1,7.092,102,10,"16,73","-93,17",AFECTACIONES POR LLUVIAS (CAMINOS CARRETEROS DE SUCHIATE) EN SUCHIATE,Soconusco,Suchiate,SUCHIATE
Afectaciones por lluvias,"septiembre 21, 2010",HidrometeorolÛgicos,6.588,80,1,227,93,5,"16,74","-92,64",AFECTACIONES POR LLUVIAS (CASAS ENCHARCADAS COL. SAN RAMON Y ART. 115) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Afectaciones por lluvias,"septiembre 3, 2010",HidrometeorolÛgicos,6.333,80,1,240,104,10,"14,88","-92,44",AFECTACIONES POR LLUVIAS (COMUNIDAD EL LEONCILLO) EN TAPACHULA,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Afectaciones por lluvias,"septiembre 28, 2010",HidrometeorolÛgicos,6.714,80,1,1.079,23,6,"15,87","-92,73",AFECTACIONES POR LLUVIAS (COMUNIDAD NUEVA COLOMBIA INCOMUNICADA CON LA CABECERA MUNICIPAL POR DERRUMBES NO SE REPORTAN DA—OS A VIVIENDAS NI A PERSONAS. ) EN ANGEL ALBINO CORZO,Frailesca,Angel Albino Corzo,NUEVA COLOMBIA
Afectaciones por lluvias,"septiembre 25, 2010",HidrometeorolÛgicos,6.66,80,1,7.564,74,12,"16,82","-91,85",AFECTACIONES POR LLUVIAS (DESBORDAMIENTO DE RIO JATATE) EN OCOSINGO,Selva Lacandona,Ocosingo,SAN QUINTÕN
Afectaciones por lluvias,"julio 7, 2010",HidrometeorolÛgicos,5.395,80,1,11.281,104,10,"15,19","-92,29",AFECTACIONES POR LLUVIAS (DESBORDAMIENTO) EN TAPACHULA,Soconusco,Tapachula,TOQUI¡N CHIQUITO
Afectaciones por lluvias,"junio 27, 2010",HidrometeorolÛgicos,5.263,80,1,227,93,5,"16,72","-92,63",AFECTACIONES POR LLUVIAS (DESVORDAMIENTO DEL RIO EL FOGOTICO Y EL AMARILLO) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Afectaciones por lluvias,"junio 27, 2010",HidrometeorolÛgicos,5.263,80,1,227,93,5,"16,72","-92,63",AFECTACIONES POR LLUVIAS (DESVORDAMIENTO DEL RIO EL FOGOTICO Y EL AMARILLO) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Afectaciones por lluvias,"julio 27, 2010",HidrometeorolÛgicos,5.661,80,1,251,115,1,"16,75","-93,12",AFECTACIONES POR LLUVIAS (EN DIFERENTES COLONIAS ) EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
DepresiÛn tropical,"mayo 29, 2010",HidrometeorolÛgicos,4.822,4,1,240,104,10,"16,73","-93,17",DEPRESI”N TR”PICAL (DERRUMBES Y ENCHARCAMIENTOS) EN TAPACHULA,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Deslizamiento,"julio 11, 2010",GeolÛgicos,5.437,22,3,227,93,5,"16,71","-92,65",DESLIZAMIENTO (DE TIERRA EN LA COLONIA LA PRADERA Y EXPLANADA DEL CARMEN) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Deslizamiento,"agosto 29, 2010",GeolÛgicos,6.26,22,3,1.136,23,6,"15,71","-92,58",DESLIZAMIENTO (EVACUACION PREVENTIVA POR DESLIZAMIENTO DE CERRO) EN ANGEL ALBINO CORZO,Frailesca,Angel Albino Corzo,NUEVA INDEPENDENCIA
Disturbio,"junio 14, 2010",Socioorganizativos,5.054,48,4,7.092,102,10,"14,68","-92,15",DISTURBIO (MANIFESTACI”N) EN SUCHIATE,Soconusco,Suchiate,SUCHIATE
Encharcamiento,"junio 28, 2010",HidrometeorolÛgicos,5.27,69,1,227,93,5,"16,71","-92,64",ENCHARCAMIENTO ( EN DIFERENTES COLONIAS.) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Encharcamiento,"septiembre 21, 2010",HidrometeorolÛgicos,6.591,69,1,227,93,5,"16,73","-92,63",ENCHARCAMIENTO ( EN VARIAS COLONIAS Y BARRIOS DE SAN CRISTOBAL ) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Encharcamiento,"agosto 22, 2010",HidrometeorolÛgicos,6.116,69,1,153,24,9,"16,22","-93,90",ENCHARCAMIENTO (2 VIVIENDAS SIN DA—OS MAYORES EN CAB. MAPL. ) EN ARRIAGA,Istmo-Costa,Arriaga,ARRIAGA
Encharcamiento,"agosto 30, 2010",HidrometeorolÛgicos,6.271,69,1,11.418,56,15,"16,25","-92,01",ENCHARCAMIENTO (46 VIVIENDAS COM. SANTA RITA) EN LA INDEPENDENCIA,Meseta Comiteca Tojolabal,La Independencia,SANTA RITA EL VERGEL
Encharcamiento,"agosto 17, 2010",HidrometeorolÛgicos,6.024,69,1,157,27,1,"16,80","-93,27",ENCHARCAMIENTO (BARRIO SAN MIGUEL 8 VIVIENDAS ) EN BERRIOZABAL,Metropolitana,Berrioz·bal,BERRIOZ¡BAL
Encharcamiento,"julio 3, 2010",HidrometeorolÛgicos,5.343,69,1,215,79,5,"16,74","-92,47",ENCHARCAMIENTO (COMUNIDAD SAN CRISTOBALITO) EN OXCHUC,Altos Tsotsil-Tseltal,Oxchuc,OXCHUC
Encharcamiento,"junio 22, 2010",HidrometeorolÛgicos,5.174,69,1,240,104,10,"16,73","-93,17",ENCHARCAMIENTO (DERIVADO DE LA DEPRESION TROPICAL 5-E) EN TAPACHULA,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Encharcamiento,"julio 19, 2010",HidrometeorolÛgicos,5.547,69,1,227,93,5,"16,76","-92,65",ENCHARCAMIENTO (DIFERENTES COLONIAS ) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Encharcamiento,"julio 19, 2010",HidrometeorolÛgicos,5.547,69,1,227,93,5,"16,76","-92,65",ENCHARCAMIENTO (DIFERENTES COLONIAS ) EN SAN CRISTOBAL,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,SAN CRIST”BAL DE LAS CASAS
Encharcamiento,"julio 20, 2010",HidrometeorolÛgicos,5.574,69,1,215,79,5,"16,79","-92,34",ENCHARCAMIENTO (EN 17 DOMICILIOS EN EL BARRIO SAN CRISTOBALITO DE OXCHUC) EN OXCHUC,Altos Tsotsil-Tseltal,Oxchuc,OXCHUC
Encharcamiento,"julio 20, 2010",HidrometeorolÛgicos,5.574,69,1,215,79,5,"16,79","-92,34",ENCHARCAMIENTO (EN 17 DOMICILIOS EN EL BARRIO SAN CRISTOBALITO DE OXCHUC) EN OXCHUC,Altos Tsotsil-Tseltal,Oxchuc,OXCHUC
Encharcamiento,"agosto 23, 2010",HidrometeorolÛgicos,6.141,69,1,216,80,13,"17,51","-91,98",ENCHARCAMIENTO (EN COLONIA CENTRO CALLE NUEVO M…XICO Y VELASCO ZUARES AFECTACIONES A 4 VIVIENDAS) EN PALENQUE,Maya,Palenque,PALENQUE
Encharcamiento,"marzo 30, 2010",HidrometeorolÛgicos,3.883,69,1,210,74,12,"16,89","-92,08",ENCHARCAMIENTO (EN LA COL. PINOS TRES Y EN LA SALIDA HACIA A PALENQUE) EN OCOSINGO,Selva Lacandona,Ocosingo,OCOSINGO
Encharcamiento,"agosto 11, 2010",HidrometeorolÛgicos,5.935,69,1,824,125,5,"16,74","-92,78",ENCHARCAMIENTO (EN LAS INMEDIACIONES DE LA LAGUNA DE NAVENCHAUT) EN ZINACANTAN,Altos Tsotsil-Tseltal,Zinacant·n,NAVENCHAUC
Encharcamiento,"agosto 11, 2010",HidrometeorolÛgicos,5.935,69,1,824,125,5,"16,74","-92,78",ENCHARCAMIENTO (EN LAS INMEDIACIONES DE LA LAGUNA DE NAVENCHAUT) EN ZINACANTAN,Altos Tsotsil-Tseltal,Zinacant·n,NAVENCHAUC
Encharcamiento,"julio 22, 2010",HidrometeorolÛgicos,5.592,69,1,174,34,15,"16,23","-92,14",ENCHARCAMIENTO (EN PATIOS EN 3 VIVIENDAS POR TAPONAMIENTO DE LAS COLADERAS.) EN COMITAN DE DOMINGUEZ,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
Encharcamiento,"junio 16, 2010",HidrometeorolÛgicos,5.096,69,1,3.439,18,10,"15,15","-92,72","ENCHARCAMIENTO (ENCHARCAMIENTOS EN PATIOS, CALLES Y VIVIENDAS) EN ACAPETAHUA",Soconusco,Acapetahua,LAS MURALLAS
Encharcamiento,"julio 12, 2010",HidrometeorolÛgicos,5.447,69,1,208,72,11,"15,37","-92,25",ENCHARCAMIENTO (ESCURRIMIENTOS DE ARROYO MORELOS AFECTA 3 NEGOCIOS Y 2 VIVIENDAS ) EN MOTOZINTLA,Sierra Mariscal,Motozintla,MOTOZINTLA DE MENDOZA
Encharcamiento,"septiembre 7, 2010",HidrometeorolÛgicos,6.419,69,1,240,104,10,"14,90","-92,25",ENCHARCAMIENTO (REUNI”N CON AFECTADOS POR DESBORDAMIENTO DEL RIO TUXCUYUAPAN) EN TAPACHULA,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Inundacion Fluvial,"octubre 16, 2011",HidrometeorolÛgicos,13.867,67,1,223,89,8,"17,87","-93,15",Evento de tipo Hidrometeorologicos (INUNDACION DE UNA VIVIENDA POR NIVEL DEL AGUA DE UNA LAGUNA) EN Reforma,Norte,Reforma,REFORMA
Inundacion Fluvial,"octubre 15, 2011",HidrometeorolÛgicos,13.862,67,1,219,83,8,"17,51","-93,12",Evento de tipo Hidrometeorologicos (MONITOREO DE LOS RIOS EN PICHUCALCO.) EN Pichucalco,Norte,Pichucalco,PICHUCALCO
Sin clasificaciÛn,"octubre 8, 2011",HidrometeorolÛgicos,13.746,126,1,166,42,1,"16,72","-93,01",Evento de tipo Hidrometeorologicos (suve nivel del rio grijalva en cahuare y embarcadero malecon ) EN Chiapa de Corzo,Metropolitana,Chiapa de Corzo,CHIAPA DE CORZO
Sin clasificaciÛn,"octubre 17, 2011",HidrometeorolÛgicos,13.979,126,1,192,63,8,"17,79","-93,10",Evento de tipo Hidrometeorologicos (temporada de frentes frios ) EN Ju√°rez,Norte,Ju·rez,JU¡REZ
Inundacion Fluvial,"octubre 8, 2011",HidrometeorolÛgicos,13.751,67,1,489,31,13,"17,73","-92,01",Evento de tipo Hidrometeorologicos (verificaciones de afectaciones en catazaja ) EN Catazaj√°,Maya,Catazaj·,CUYO (¡LVARO OBREG”N)
Onda tropical,"octubre 2, 2011",HidrometeorolÛgicos,13.683,3,1,251,115,1,"16,76","-93,12",Evento de tipo Hidrometeorologicos EN Tuxtla Guti√©rrez,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
Frente FrÌo,"febrero 28, 2011",HidrometeorolÛgicos,8.967,61,1,434,99,8,"16,73","-93,17",FRENTE FRIO (AFECTACCIONES EN EL EJIDO MONTE ORET Y BENEFICIO) EN SOLOSUCHIAPA,Norte,Solosuchiapa,EL BENEFICIO
Inundacion Pluvial,"septiembre 4, 2011",HidrometeorolÛgicos,12.989,68,1,5.049,120,4,"16,27","-92,38",INUNDACI”N PLUVIAL (ENCHARCAMIENTO DE CALLES Y AVENIDAS EN LA COLONIA OBRERA DE PUJILTIC) EN VENUSTIANO CARRANZA,De los Llanos,Venustiano Carranza,SAN FRANCISCO PUJILTIC
Onda tropical,"julio 6, 2011",HidrometeorolÛgicos,11.699,3,1,251,115,1,"16,81","-93,22",ONDA TROPICAL (LLUVIAS EN TGZ. POR LA ONDA TROPICALN.6 ) EN TUXTLA GUTIERREZ,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"abril 7, 2011",HidrometeorolÛgicos,9.607,1,1,240,104,10,"14,91","-92,27",PRECIPITACI”N (RECORRIDO DE VERIFICACI”N EN RÕOS POR PRESENCIA DE LLUVIA FUERTE) EN TAPACHULA,Soconusco,Tapachula,TAPACHULA DE C”RDOVA Y ORD”—EZ
Verificaciones,"agosto 30, 2011",Acciones de PrevenciÛn,12.866,52,8,11.143,18,10,"15,22","-92,80",VERIFICACIONES ( POR ENCHARCAMIENTOS QUE OCASIONARON LAS LLUVIAS EN RANCHOS Y VIVIENDAS EN EL EJIDO LAS GARZAS Y ENBARCADERO LAS GARZAS DEL MUNICIPIO DE ACAPETAHUA.) EN ACAPETAHUA,Soconusco,Acapetahua,LAS GARZAS
Verificaciones,"junio 10, 2011",Acciones de PrevenciÛn,11.144,52,8,6.171,104,10,"14,78","-92,31",VERIFICACIONES (EN TRES COMUNIDADES DE LA ZONA BAJA POR PROBLEMAS DE AZOLVAMIENTO DE CUNETAS Y PUENTES) EN TAPACHULA,Soconusco,Tapachula,CONGREGACI”N REFORMA
PrecipitaciÛn,"septiembre 16, 2012",HidrometeorolÛgicos,20.069,1,1,20.023,19,12,"16,74","-92,04",AFECTACCIONES POR LLUVIAS,Selva Lacandona,Altamirano,CABECERA MUNICIPAL
Verificaciones,"agosto 25, 2012",Acciones de PrevenciÛn,19.539,52,8,1.974,83,8,"17,51","-93,11",AFECTACI”N POR LLUVIAS,Norte,Pichucalco,MARIANO MATAMOROS 1RA. SECCI”N A
PrecipitaciÛn,"mayo 20, 2012",HidrometeorolÛgicos,17.581,1,1,20.074,70,10,"14,84","-92,20",VIVIENDAS ENCHARCADAS,Soconusco,Metapa,CABECERA MUNICIPAL
Tormenta Tropical,"agosto 8, 2012",HidrometeorolÛgicos,19.193,5,1,20.093,89,8,"17,86","-93,15",VIVIENDAS ENCHARCADAS DESBORDAMIENTO DE LAGUNA.,Norte,Reforma,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 2, 2012",HidrometeorolÛgicos,17.899,1,1,20.124,120,4,"16,34","-92,57",VIVIENDAS ENCHARCADAS EN LA COLONIA OBRERA DEL MUNICIPIO DE VENUSTIANO CARRANZA,De los Llanos,Venustiano Carranza,CABECERA MUNICIPAL
PrecipitaciÛn,"enero 15, 2013",HidrometeorolÛgicos,23.413,1,1,20.087,83,8,"17,51","-93,10",ENCHARCAMIENTO DE 7 VIVIENDA,Norte,Pichucalco,CABECERA MUNICIPAL
Verificaciones,"febrero 20, 2013",Acciones de PrevenciÛn,24.451,52,8,6.374,42,1,"16,60","-92,99",VERIFICACION DE UN DREN FUVIAL EN LA RIVERA LAS FLECHAS,Metropolitana,Chiapa de Corzo,CABEZA DE AGUA (SAN ANTONIO)
Verificaciones,"febrero 20, 2013",Acciones de PrevenciÛn,24.473,52,8,2.46,63,8,"17,61","-93,18",IDENTIFICACI”N DE RIESGOS CON COMIT…S DE PREVENCI”N Y PARTICIPACI”N CIUDADANA,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
Verificaciones,"marzo 20, 2013",Acciones de PrevenciÛn,25.841,52,8,216,80,13,"17,50","-91,97",VERIFICACION,Maya,Palenque,PALENQUE
Encharcamiento,"abril 18, 2013",HidrometeorolÛgicos,27.404,69,1,20.038,34,15,"16,24","-92,12",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Verificaciones,"abril 19, 2013",Acciones de PrevenciÛn,27.429,52,8,450,83,8,"17,54","-93,11",IDENTIFICACION DE RIESGO POR CONSTRUCCION DE DRENES SOBRE EL RIO PICHUCALCO,Norte,Pichucalco,MARIANO MATAMOROS SEGUNDA SECCI”N
PrecipitaciÛn,"abril 19, 2013",HidrometeorolÛgicos,27.448,1,1,20.038,34,15,"16,24","-92,15",VIVIENDA ENCHARCADA.,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"abril 25, 2013",HidrometeorolÛgicos,27.815,1,1,9.272,104,10,"14,78","-92,41",VERIFICACION ENCHARCAMIENTO COMUNIDAD LA CIGUE—A,Soconusco,Tapachula,LA CIG‹E—A
PrecipitaciÛn,"mayo 12, 2013",HidrometeorolÛgicos,28.637,1,1,20.093,89,8,"17,86","-93,14",INUNDACION DE LA UMPC,Norte,Reforma,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 20, 2013",HidrometeorolÛgicos,28.988,1,1,20.078,74,12,"16,90","-92,09",AFECTACIONES POR ENCHARCAMIENTOS,Selva Lacandona,Ocosingo,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 21, 2013",HidrometeorolÛgicos,29.061,1,1,208,72,11,"15,37","-92,24",VIVIENDAS ENCHARCADAS,Sierra Mariscal,Motozintla,MOTOZINTLA DE MENDOZA
PrecipitaciÛn,"mayo 21, 2013",HidrometeorolÛgicos,29.066,1,1,20.084,80,13,"17,51","-91,99",AFECTACIONES DE CAIDA DE ARBOLES Y CABLES DE ALTA TENCION,Maya,Palenque,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 23, 2013",HidrometeorolÛgicos,29.136,1,1,20.119,115,1,"16,75","-93,12",LLUVIAS EN LA CABECERA MUNICIPAL,Metropolitana,Tuxtla GutiÈrrez,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 23, 2013",HidrometeorolÛgicos,29.166,1,1,251,115,1,"16,76","-93,07",AFECTACION DE VIVIENDAS POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"mayo 23, 2013",HidrometeorolÛgicos,29.168,1,1,251,115,1,"16,76","-93,08",AFECTACION DE VIVIENDAS POR LLUVIAS,Metropolitana,Tuxtla GutiÈrrez,TUXTLA GUTI…RREZ
PrecipitaciÛn,"mayo 24, 2013",HidrometeorolÛgicos,29.174,1,1,20.067,63,8,"17,61","-93,19",AFECTACIONES POR LLUVIA,Norte,Ju·rez,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"mayo 26, 2013",Acciones de PrevenciÛn,29.233,145,8,20.025,21,11,"15,43","-92,11",SECION DEL CONSEJO MUNICIPAL DE PROTECCION CIVIL POR TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013,Sierra Mariscal,Amatenango de la Frontera,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 26, 2013",HidrometeorolÛgicos,29.234,1,1,228,94,3,"16,87","-93,20",ENCHARCAMIENTO EN VIVIENDA,Mezcalapa,San Fernando,SAN FERNANDO
Reuniones,"mayo 26, 2013",Acciones de PrevenciÛn,29.236,64,8,20.087,83,8,"17,51","-93,11","SESION DEL CONSEJO REGIONAL DE PC, TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013",Norte,Pichucalco,CABECERA MUNICIPAL
Reuniones,"mayo 26, 2013",Acciones de PrevenciÛn,29.254,64,8,20.115,111,9,"16,09","-93,77",CONSEJO REGIONAL EXTRAORDINARIO DE PROTECCION CIVIL ISTMO-COSTA,Istmo-Costa,Tonal·,CABECERA MUNICIPAL
Inundacion Pluvial,"mayo 26, 2013",HidrometeorolÛgicos,29.262,68,1,20.093,89,8,"17,86","-93,14",SE INUNDA UMPC,Norte,Reforma,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"mayo 27, 2013",Acciones de PrevenciÛn,29.276,145,8,20.07,66,9,"15,44","-92,89",CESION DEL CONSEJO DE PROTECCION CIVIL POR LA TEMPORADA DE LLUVIAS Y CICLONES TROPICALES 2013,Istmo-Costa,Mapastepec,CABECERA MUNICIPAL
Tormenta Tropical,"mayo 20, 2013",HidrometeorolÛgicos,29.278,5,1,20.089,85,11,"15,46","-92,28",ENCHARCAMIENTO DE VIVIENDA,Sierra Mariscal,El Porvenir,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 27, 2013",HidrometeorolÛgicos,29.286,1,1,4.253,56,15,"16,25","-92,02",MONITOREO A COMUNIDADES VULNERABLES DE ENCHARCAMIENTOS POR LLUVIAS,Meseta Comiteca Tojolabal,La Independencia,VENUSTIANO CARRANZA
Baja PresiÛn,"mayo 27, 2013",HidrometeorolÛgicos,29.298,2,1,20.097,93,5,"16,75","-92,64",REPORTE DE LLUVIAS Y FUERTES VIENTOS,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Reuniones,"mayo 27, 2013",Acciones de PrevenciÛn,29.303,64,8,2.832,24,9,"16,10","-93,92",ACCIONES REALIZADAS POR DEPRESION 2 E,Istmo-Costa,Arriaga,LA GLORIA
DepresiÛn tropical,"mayo 28, 2013",HidrometeorolÛgicos,29.334,4,1,153,24,9,"16,23","-93,90",VERIFICACION DE UN DOMICILIO QUE SE ESTA INUNDANDO,Istmo-Costa,Arriaga,ARRIAGA
Reuniones,"mayo 28, 2013",Acciones de PrevenciÛn,29.343,64,8,20.087,83,8,"17,51","-93,12",SESI”N EXTRAORDINARIA CONSEJO REGIONAL HURACAN BARBARA,Norte,Pichucalco,CABECERA MUNICIPAL
Tormenta Tropical,"mayo 28, 2013",HidrometeorolÛgicos,29.346,5,1,147,18,10,"15,25","-92,74",AFECTACIONES POR DESBORDAMIENTO DE RIO,Soconusco,Acapetahua,ACAPETAHUA
Hurac·n categoria I,"mayo 28, 2013",HidrometeorolÛgicos,29.348,7,1,20.036,32,2,"16,67","-93,74",MONITOREO DEL URACAN BARBARA FACE 1,Valles Zoque,Cintalapa,CABECERA MUNICIPAL
Tormenta Tropical,"mayo 28, 2013",HidrometeorolÛgicos,29.349,5,1,20.097,93,5,"16,75","-92,61","VERIFICACION DE RIOS, EN CORDINACION CON PERSONAL DE LA 31 ZONA MILITAR",Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Hurac·n categoria I,"mayo 29, 2013",HidrometeorolÛgicos,29.352,7,1,20.028,24,9,"16,24","-93,90",INFORME AFECTACIONES,Istmo-Costa,Arriaga,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"mayo 28, 2013",Acciones de PrevenciÛn,29.354,145,8,20.076,72,11,"15,36","-92,25",SESI”N PERMANENTE DEL CONSEJO MUNICIPAL DE PROTECCI”N CIVIL POR HURAC¡N BARBAR¡ CATEGORÕA I.,Sierra Mariscal,Motozintla,CABECERA MUNICIPAL
Hurac·n categoria I,"mayo 28, 2013",HidrometeorolÛgicos,29.358,7,1,20.07,66,9,"15,44","-92,90",DA—OS POR PASO DEL HURACAN BARBARA,Istmo-Costa,Mapastepec,CABECERA MUNICIPAL
Hurac·n categoria I,"mayo 29, 2013",HidrometeorolÛgicos,29.366,7,1,20.126,122,6,"16,24","-93,25",VIVIENDAS ENCHARCADAS POR EL RIO LOS AMATES,Frailesca,Villaflores,CABECERA MUNICIPAL
Hurac·n,"mayo 29, 2013",HidrometeorolÛgicos,29.397,6,1,4.56,24,9,"16,10","-93,94",AFECTACIONES EJIDO PUNTA FLOR,Istmo-Costa,Arriaga,PUNTA FLOR
Tormenta Tropical,"mayo 29, 2013",HidrometeorolÛgicos,29.4,5,1,20.097,93,5,"16,70","-92,63",ENCHARCAMIENTO EN FRACCIONAMIENTO,Altos Tsotsil-Tseltal,San CristÛbal de las Casas,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"mayo 29, 2013",Acciones de PrevenciÛn,29.409,145,8,20.089,85,11,"15,46","-92,28",SESI”N ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCI”N CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013 (DEPRESI”N TROPICAL BARBAR¡),Sierra Mariscal,El Porvenir,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 30, 2013",HidrometeorolÛgicos,29.431,1,1,20.071,67,15,"16,32","-91,99",ENCHARCAMIENTOS POR LLUVIAS FUERTES,Meseta Comiteca Tojolabal,Las Margaritas,CABECERA MUNICIPAL
Actas de Consejo Municipal Elaboracion,"mayo 30, 2013",Acciones de PrevenciÛn,29.438,145,8,20.049,45,11,"15,74","-92,28",SESI”N ORDINARIA DEL CONSEJO MUNICIPAL DE PROTECCI”N CIVIL POR TEMPORADA DE LLUVIAS Y CT 2013 (REMANENTES DE BARBAR¡),Sierra Mariscal,Chicomuselo,CABECERA MUNICIPAL
PrecipitaciÛn,"mayo 31, 2013",HidrometeorolÛgicos,29.458,1,1,20.038,34,15,"16,24","-92,14",VIVIENDA ENCHARCADA,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 1, 2013",HidrometeorolÛgicos,29.47,1,1,20.038,34,15,"16,26","-92,13",ENCHARCAMIENTOS DE VIVIENDAS,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Afectaciones por lluvias,"junio 2, 2013",HidrometeorolÛgicos,29.502,80,1,20.11,106,7,"17,26","-93,02",DESASTRES POR LLUVIAS,De Los Bosques,Tapilula,CABECERA MUNICIPAL
Encharcamiento,"junio 3, 2013",HidrometeorolÛgicos,29.51,69,1,20.038,34,15,"16,22","-92,14",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
Encharcamiento,"junio 3, 2013",HidrometeorolÛgicos,29.511,69,1,20.038,34,15,"16,24","-92,14",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 3, 2013",HidrometeorolÛgicos,29.542,1,1,20.078,74,12,"16,91","-92,09",ENCHARCAMIENTOS EN VIVIENDAS,Selva Lacandona,Ocosingo,CABECERA MUNICIPAL
Verificaciones,"junio 3, 2013",Acciones de PrevenciÛn,29.543,52,8,2.46,63,8,"17,51","-93,12",IDENTIFICACI”N DE ZONAS INUNDABLES Y NIVEL DEL RIO PICHUCALCO,Norte,Ju·rez,SANTA CRUZ TEPATE ABAJO
PrecipitaciÛn,"junio 3, 2013",HidrometeorolÛgicos,29.544,1,1,20.087,83,8,"17,52","-93,12",ENCHARCAMIENTO POR LLUVIAS,Norte,Pichucalco,CABECERA MUNICIPAL
PrecipitaciÛn,"junio 3, 2013",HidrometeorolÛgicos,29.548,1,1,174,34,15,"16,24","-92,13",ENCHARCAMIENTO,Meseta Comiteca Tojolabal,Comitan de Dominguez,COMIT¡N DE DOMÕNGUEZ
